commander_name,recommended_creature_name,synergy_percentage
"Phabine, Boss's Confidant","Anim Pakal, Thousandth Moon",0.15
"Phabine, Boss's Confidant","Gahiji, Honored One",0.19
"Phabine, Boss's Confidant","Zurzoth, Chaos Rider",0.2
"Phabine, Boss's Confidant","Kazuul, Tyrant of the Cliffs",0.19
"Phabine, Boss's Confidant",Leafkin Druid,0.19
"Phabine, Boss's Confidant",Enduring Vitality,0.12
"Phabine, Boss's Confidant",Avenger of Zendikar,0.1
"Phabine, Boss's Confidant",Welcoming Vampire,0.13
"Phabine, Boss's Confidant","Krenko, Tin Street Kingpin",0.11
"Phabine, Boss's Confidant","Purphoros, God of the Forge",0.1
"Phabine, Boss's Confidant",Mentor of the Meek,0.12
"Phabine, Boss's Confidant",Life of the Party,0.14
"Phabine, Boss's Confidant","Bennie Bracks, Zoologist",0.11
"Phabine, Boss's Confidant",Enduring Innocence,0.1
"Phabine, Boss's Confidant",Devilish Valet,0.12
"Phabine, Boss's Confidant",Darling of the Masses,0.11
Gretchen Titchwillow,Biomancer's Familiar,0.56
Gretchen Titchwillow,Tireless Provisioner,0.3
Gretchen Titchwillow,Lotus Cobra,0.3
Gretchen Titchwillow,"Tatyova, Benthic Druid",0.29
Gretchen Titchwillow,Stone-Seeder Hierophant,0.28
Gretchen Titchwillow,Rampaging Baloths,0.2
Gretchen Titchwillow,Scute Swarm,0.15
Gretchen Titchwillow,Seedborn Muse,0.24
Gretchen Titchwillow,Avenger of Zendikar,0.12
Gretchen Titchwillow,"Aesi, Tyrant of Gyre Strait",0.12
Gretchen Titchwillow,Arbor Elf,0.2
Gretchen Titchwillow,Coiling Oracle,0.12
Gretchen Titchwillow,"Azusa, Lost but Seeking",0.11
Gretchen Titchwillow,Krosan Restorer,0.22
Gretchen Titchwillow,"Zimone, Quandrix Prodigy",0.18
Gretchen Titchwillow,Laboratory Maniac,0.12
Gretchen Titchwillow,Cultivator Colossus,0.13
Gretchen Titchwillow,Voyaging Satyr,0.17
Gretchen Titchwillow,Tireless Tracker,0.1
Gretchen Titchwillow,Archaeomancer,0.15
Gretchen Titchwillow,Drift of Phantasms,0.13
Gretchen Titchwillow,Courser of Kruphix,0.1
Gretchen Titchwillow,Portent Tracker,0.13
Gretchen Titchwillow,Sporemound,0.1
Gretchen Titchwillow,Oboro Breezecaller,0.12
"Hidetsugu, Devouring Chaos",Shadow of Mortality,0.59
"Hidetsugu, Devouring Chaos",Chandra's Incinerator,0.53
"Hidetsugu, Devouring Chaos","Varragoth, Bloodsky Sire",0.4
"Hidetsugu, Devouring Chaos","Jadar, Ghoulcaller of Nephalia",0.38
"Hidetsugu, Devouring Chaos",Keen Duelist,0.37
"Hidetsugu, Devouring Chaos",Reassembling Skeleton,0.37
"Hidetsugu, Devouring Chaos",Solemn Simulacrum,0.22
"Hidetsugu, Devouring Chaos","Rakdos, Lord of Riots",0.33
"Hidetsugu, Devouring Chaos",Ophiomancer,0.34
"Hidetsugu, Devouring Chaos","Neheb, the Eternal",0.32
"Hidetsugu, Devouring Chaos",Hoarding Broodlord,0.32
"Hidetsugu, Devouring Chaos",Sin Prodder,0.33
"Hidetsugu, Devouring Chaos","Solphim, Mayhem Dominus",0.24
"Hidetsugu, Devouring Chaos",Kaervek the Merciless,0.22
"Hidetsugu, Devouring Chaos","Etali, Primal Storm",0.21
"Hidetsugu, Devouring Chaos",Angrath's Marauders,0.28
"Hidetsugu, Devouring Chaos",Avatar of Woe,0.28
"Hidetsugu, Devouring Chaos",Twilight Prophet,0.26
"Hidetsugu, Devouring Chaos",Draco,0.28
"Hidetsugu, Devouring Chaos",Keeper of Secrets,0.26
"Hidetsugu, Devouring Chaos","Squee, the Immortal",0.25
"Hidetsugu, Devouring Chaos",Avatar of Fury,0.26
"Hidetsugu, Devouring Chaos",Combustible Gearhulk,0.2
"Hidetsugu, Devouring Chaos","Prosper, Tome-Bound",0.18
"Hidetsugu, Devouring Chaos",Wild-Magic Sorcerer,0.2
"Hidetsugu, Devouring Chaos","Mahadi, Emporium Master",0.11
"Hidetsugu, Devouring Chaos","Lagomos, Hand of Hatred",0.17
"Hidetsugu, Devouring Chaos",Ingot Chewer,0.2
"Hidetsugu, Devouring Chaos",Shriekmaw,0.19
"Hidetsugu, Devouring Chaos",Heartless Hidetsugu,0.16
"Hidetsugu, Devouring Chaos",Bloodletter of Aclazotz,0.14
"Hidetsugu, Devouring Chaos",Scion of Draco,0.19
"Hidetsugu, Devouring Chaos",Nalfeshnee,0.15
"Hidetsugu, Devouring Chaos",Greater Gargadon,0.17
"Hidetsugu, Devouring Chaos",Doom Whisperer,0.14
"Hidetsugu, Devouring Chaos",Caustic Bronco,0.15
"Hidetsugu, Devouring Chaos",Persistent Specimen,0.14
"Hidetsugu, Devouring Chaos","Raphael, Fiendish Savior",0.12
"Hidetsugu, Devouring Chaos","Atsushi, the Blazing Sky",0.11
"Hidetsugu, Devouring Chaos","Torgaar, Famine Incarnate",0.14
"Hidetsugu, Devouring Chaos",Cavern-Hoard Dragon,0.1
"Hidetsugu, Devouring Chaos",Ancient Stone Idol,0.11
"Hidetsugu, Devouring Chaos",Haunt of the Dead Marshes,0.11
"Immard, the Stormcleaver",Thrummingbird,0.4
"Immard, the Stormcleaver",Flux Channeler,0.4
"Immard, the Stormcleaver",Norn's Choirmaster,0.38
"Immard, the Stormcleaver",Grateful Apparition,0.35
"Immard, the Stormcleaver",Rescue Retriever,0.33
"Immard, the Stormcleaver","Lae'zel, Vlaakith's Champion",0.31
"Immard, the Stormcleaver",Skystrike Officer,0.32
"Immard, the Stormcleaver",Commander Mustard,0.31
"Immard, the Stormcleaver","Harbin, Vanguard Aviator",0.3
"Immard, the Stormcleaver",Metropolis Angel,0.3
"Immard, the Stormcleaver",Esper Sentinel,0.1
"Immard, the Stormcleaver",Valiant Veteran,0.29
"Immard, the Stormcleaver",Siege Veteran,0.28
"Immard, the Stormcleaver",Dreamtide Whale,0.24
"Immard, the Stormcleaver","Pippin, Guard of the Citadel",0.24
"Immard, the Stormcleaver","Myrel, Shield of Argive",0.26
"Immard, the Stormcleaver",Captain of the Watch,0.26
"Immard, the Stormcleaver","Tekuthal, Inquiry Dominus",0.24
"Immard, the Stormcleaver","Aurelia, the Warleader",0.22
"Immard, the Stormcleaver","Cayth, Famed Mechanist",0.17
"Immard, the Stormcleaver",Yotian Tactician,0.23
"Immard, the Stormcleaver",Metastatic Evangel,0.22
"Immard, the Stormcleaver","Baird, Argivian Recruiter",0.22
"Immard, the Stormcleaver",Keeper of the Accord,0.18
"Immard, the Stormcleaver",Field Marshal,0.2
"Immard, the Stormcleaver","Tajic, Legion's Edge",0.2
"Immard, the Stormcleaver",Ballyrush Banneret,0.19
"Immard, the Stormcleaver","Craig Boone, Novac Guard",0.19
"Immard, the Stormcleaver",Bastion Protector,0.11
"Immard, the Stormcleaver",Akki Battle Squad,0.17
"Immard, the Stormcleaver",Daru Warchief,0.18
"Immard, the Stormcleaver",Preeminent Captain,0.17
"Immard, the Stormcleaver","Odric, Master Tactician",0.15
"Immard, the Stormcleaver",Deepglow Skate,0.12
"Immard, the Stormcleaver","Zethi, Arcane Blademaster",0.15
"Immard, the Stormcleaver","Karlach, Fury of Avernus",0.14
"Immard, the Stormcleaver",Firemane Commando,0.14
"Immard, the Stormcleaver",Soulherder,0.11
"Immard, the Stormcleaver",Coppercoat Vanguard,0.1
"Immard, the Stormcleaver",Filigree Vector,0.12
"Immard, the Stormcleaver",Cathar Commando,0.1
"Immard, the Stormcleaver","Darien, King of Kjeldor",0.11
"Immard, the Stormcleaver","Iroas, God of Victory",0.1
"Immard, the Stormcleaver",Coretapper,0.1
"Immard, the Stormcleaver",Guildpact Informant,0.1
"Immard, the Stormcleaver",Catapult Master,0.1
"Nicanzil, Current Conductor",Jadelight Spelunker,0.88
"Nicanzil, Current Conductor",Cenote Scout,0.87
"Nicanzil, Current Conductor",River Herald Scout,0.82
"Nicanzil, Current Conductor",Deepfathom Echo,0.82
"Nicanzil, Current Conductor",Jadelight Ranger,0.8
"Nicanzil, Current Conductor",Seeker of Sunlight,0.8
"Nicanzil, Current Conductor",Hakbal of the Surging Soul,0.79
"Nicanzil, Current Conductor",Topography Tracker,0.71
"Nicanzil, Current Conductor",Sentinel of the Nameless City,0.75
"Nicanzil, Current Conductor","Tatyova, Benthic Druid",0.45
"Nicanzil, Current Conductor",River Herald Guide,0.74
"Nicanzil, Current Conductor",Merfolk Branchwalker,0.7
"Nicanzil, Current Conductor",Wildgrowth Walker,0.59
"Nicanzil, Current Conductor",Herald of Secret Streams,0.45
"Nicanzil, Current Conductor",Waterwind Scout,0.58
"Nicanzil, Current Conductor",Tishana's Wayfinder,0.57
"Nicanzil, Current Conductor",Merfolk Cave-Diver,0.46
"Nicanzil, Current Conductor",Spyglass Siren,0.47
"Nicanzil, Current Conductor",Evolution Sage,0.34
"Nicanzil, Current Conductor",Emperor Mihail II,0.34
"Nicanzil, Current Conductor",Ixalli's Diviner,0.42
"Nicanzil, Current Conductor",Svyelun of Sea and Sky,0.32
"Nicanzil, Current Conductor",Storm Fleet Negotiator,0.38
"Nicanzil, Current Conductor","Kopala, Warden of Waves",0.29
"Nicanzil, Current Conductor","Kumena, Tyrant of Orazca",0.3
"Nicanzil, Current Conductor","Zegana, Utopian Speaker",0.28
"Nicanzil, Current Conductor",Master of the Pearl Trident,0.25
"Nicanzil, Current Conductor",Siren Lookout,0.35
"Nicanzil, Current Conductor",Forerunner of the Heralds,0.31
"Nicanzil, Current Conductor",Merrow Reejerey,0.26
"Nicanzil, Current Conductor",Deeproot Elite,0.27
"Nicanzil, Current Conductor",Deeproot Historian,0.28
"Nicanzil, Current Conductor",Seafloor Oracle,0.26
"Nicanzil, Current Conductor",Merfolk Sovereign,0.25
"Nicanzil, Current Conductor",Pathfinding Axejaw,0.29
"Nicanzil, Current Conductor",Stonybrook Banneret,0.2
"Nicanzil, Current Conductor",Merfolk Mistbinder,0.21
"Nicanzil, Current Conductor",Cold-Eyed Selkie,0.14
"Nicanzil, Current Conductor",Emperor's Vanguard,0.26
"Nicanzil, Current Conductor",Singer of Swift Rivers,0.18
"Nicanzil, Current Conductor",Vodalian Hexcatcher,0.16
"Nicanzil, Current Conductor",Prime Speaker Zegana,0.12
"Nicanzil, Current Conductor","Tishana, Voice of Thunder",0.15
"Nicanzil, Current Conductor",Mist Dancer,0.13
"Nicanzil, Current Conductor",Tributary Instructor,0.16
"Nicanzil, Current Conductor",Vorel of the Hull Clade,0.11
"Nicanzil, Current Conductor",Roaming Throne,0.11
"Nicanzil, Current Conductor",Cartographer's Companion,0.19
"Nicanzil, Current Conductor",Tishana's Tidebinder,0.12
"Nicanzil, Current Conductor",Kami of Whispered Hopes,0.1
"Nicanzil, Current Conductor",Merfolk Skydiver,0.1
"Denry Klin, Editor in Chief",Wingspan Mentor,0.66
"Denry Klin, Editor in Chief",Thrummingbird,0.66
"Denry Klin, Editor in Chief",Luminarch Aspirant,0.65
"Denry Klin, Editor in Chief",Avenging Huntbonder,0.65
"Denry Klin, Editor in Chief","Lae'zel, Vlaakith's Champion",0.63
"Denry Klin, Editor in Chief",Grateful Apparition,0.63
"Denry Klin, Editor in Chief","Goldberry, River-Daughter",0.6
"Denry Klin, Editor in Chief",Splendor Mare,0.6
"Denry Klin, Editor in Chief",Metastatic Evangel,0.58
"Denry Klin, Editor in Chief",Reluctant Role Model,0.58
"Denry Klin, Editor in Chief",Scavenged Brawler,0.58
"Denry Klin, Editor in Chief",Metropolis Angel,0.57
"Denry Klin, Editor in Chief",Keensight Mentor,0.57
"Denry Klin, Editor in Chief",Herald of Secret Streams,0.52
"Denry Klin, Editor in Chief",Crystalline Giant,0.52
"Denry Klin, Editor in Chief",Aven Courier,0.52
"Denry Klin, Editor in Chief",Proud Pack-Rhino,0.51
"Denry Klin, Editor in Chief",Scholar of New Horizons,0.47
"Denry Klin, Editor in Chief",Danny Pink,0.45
"Denry Klin, Editor in Chief",Avian Oddity,0.45
"Denry Klin, Editor in Chief",Eagle of Deliverance,0.42
"Denry Klin, Editor in Chief",Towashi Guide-Bot,0.42
"Denry Klin, Editor in Chief",Hopeful Initiate,0.42
"Denry Klin, Editor in Chief","Gilraen, Dúnedain Protector",0.41
"Denry Klin, Editor in Chief",Dreamtide Whale,0.4
"Denry Klin, Editor in Chief",Glen Elendra Archmage,0.39
"Denry Klin, Editor in Chief",Zephyr Singer,0.41
"Denry Klin, Editor in Chief",Abzan Falconer,0.39
"Denry Klin, Editor in Chief",Deepglow Skate,0.39
"Denry Klin, Editor in Chief","Mikaeus, the Lunarch",0.38
"Denry Klin, Editor in Chief",Sanctuary Warden,0.38
"Denry Klin, Editor in Chief",Ingenious Prodigy,0.36
"Denry Klin, Editor in Chief",Esper Sentinel,0.11
"Denry Klin, Editor in Chief",Dusk Legion Duelist,0.31
"Denry Klin, Editor in Chief",Spark Double,0.27
"Denry Klin, Editor in Chief",Skyship Plunderer,0.28
"Denry Klin, Editor in Chief",Luminous Broodmoth,0.27
"Denry Klin, Editor in Chief",Soulherder,0.13
"Denry Klin, Editor in Chief",Iron Apprentice,0.27
"Denry Klin, Editor in Chief",Abzan Battle Priest,0.26
"Denry Klin, Editor in Chief","Tekuthal, Inquiry Dominus",0.24
"Denry Klin, Editor in Chief",Star Pupil,0.24
"Denry Klin, Editor in Chief",Bulwark Ox,0.23
"Denry Klin, Editor in Chief",Enduring Bondwarden,0.22
"Denry Klin, Editor in Chief",Pollywog Prodigy,0.19
"Denry Klin, Editor in Chief",Orzhov Advokist,0.2
"Denry Klin, Editor in Chief",Flux Channeler,0.19
"Denry Klin, Editor in Chief",Angelic Sleuth,0.2
"Denry Klin, Editor in Chief",Basri's Lieutenant,0.2
"Denry Klin, Editor in Chief",Skyboon Evangelist,0.19
"Denry Klin, Editor in Chief","Urdnan, Dromoka Warrior",0.19
"Denry Klin, Editor in Chief",Vitality Hunter,0.19
"Denry Klin, Editor in Chief",Undercover Operative,0.18
"Denry Klin, Editor in Chief",Myojin of Cryptic Dreams,0.18
"Denry Klin, Editor in Chief",Saiba Cryptomancer,0.18
"Denry Klin, Editor in Chief",Brokers Veteran,0.17
"Denry Klin, Editor in Chief",Ainok Bond-Kin,0.16
"Denry Klin, Editor in Chief",Sage of Hours,0.16
"Denry Klin, Editor in Chief",Lion Sash,0.13
"Gregor, Shrewd Magistrate","Sram, Senior Edificer",0.3
"Gregor, Shrewd Magistrate",Psychosis Crawler,0.29
"Gregor, Shrewd Magistrate",Grand Arbiter Augustin IV,0.1
"Gregor, Shrewd Magistrate","Pippin, Guard of the Citadel",0.3
"Gregor, Shrewd Magistrate",Puresteel Paladin,0.32
"Gregor, Shrewd Magistrate",Laboratory Maniac,0.27
"Gregor, Shrewd Magistrate",Mother of Runes,0.29
"Gregor, Shrewd Magistrate",Bastion Protector,0.26
"Gregor, Shrewd Magistrate","Danitha Capashen, Paragon",0.25
"Gregor, Shrewd Magistrate","Shabraz, the Skyshark",0.22
"Gregor, Shrewd Magistrate",Silent Arbiter,0.22
"Gregor, Shrewd Magistrate",Grand Abolisher,0.14
"Gregor, Shrewd Magistrate",Triskaidekaphile,0.19
"Gregor, Shrewd Magistrate","Ardenn, Intrepid Archaeologist",0.22
"Gregor, Shrewd Magistrate",Stoneforge Mystic,0.21
"Gregor, Shrewd Magistrate",Chasm Skulker,0.17
"Gregor, Shrewd Magistrate","Codsworth, Handy Helper",0.2
"Gregor, Shrewd Magistrate",Twenty-Toed Toad,0.11
"Gregor, Shrewd Magistrate",Silverblade Paladin,0.12
"Gregor, Shrewd Magistrate",Giver of Runes,0.11
Seshiro the Anointed,"Sachi, Daughter of Seshiro",0.89
Seshiro the Anointed,"Sosuke, Son of Seshiro",0.88
Seshiro the Anointed,Kashi-Tribe Elite,0.87
Seshiro the Anointed,Orochi Sustainer,0.87
Seshiro the Anointed,"Sakiko, Mother of Summer",0.83
Seshiro the Anointed,Ohran Viper,0.8
Seshiro the Anointed,Sakura-Tribe Scout,0.77
Seshiro the Anointed,Hooded Hydra,0.77
Seshiro the Anointed,Ambush Viper,0.77
Seshiro the Anointed,Sakura-Tribe Elder,0.65
Seshiro the Anointed,Ohran Frostfang,0.7
Seshiro the Anointed,Prowling Serpopard,0.72
Seshiro the Anointed,Lotus Cobra,0.58
Seshiro the Anointed,Fang of Shigeki,0.66
Seshiro the Anointed,Stonecoil Serpent,0.69
Seshiro the Anointed,Moss Viper,0.6
Seshiro the Anointed,Mold Adder,0.6
Seshiro the Anointed,Skullwinder,0.56
Seshiro the Anointed,Fanatic of Rhonas,0.39
Seshiro the Anointed,Orochi Merge-Keeper,0.59
Seshiro the Anointed,Patron of the Orochi,0.57
Seshiro the Anointed,River Boa,0.57
Seshiro the Anointed,Ankle Biter,0.51
Seshiro the Anointed,Matsu-Tribe Sniper,0.54
Seshiro the Anointed,Wasteland Viper,0.5
Seshiro the Anointed,"Shigeki, Jukai Visionary",0.49
Seshiro the Anointed,Mire Boa,0.52
Seshiro the Anointed,Sakura-Tribe Springcaller,0.49
Seshiro the Anointed,"Shisato, Whispering Hunter",0.48
Seshiro the Anointed,Realmwalker,0.4
Seshiro the Anointed,Blight Mamba,0.38
Seshiro the Anointed,Kashi-Tribe Reaver,0.34
Seshiro the Anointed,Tower Winder,0.32
Seshiro the Anointed,Tangle Asp,0.33
Seshiro the Anointed,Nemesis of Mortals,0.3
Seshiro the Anointed,Coiling Stalker,0.3
Seshiro the Anointed,Jewel-Eyed Cobra,0.28
Seshiro the Anointed,"Shizuko, Caller of Autumn",0.29
Seshiro the Anointed,Orochi Ranger,0.25
Seshiro the Anointed,Marsh Boa,0.25
Seshiro the Anointed,Honored Hydra,0.24
Seshiro the Anointed,Death-Hood Cobra,0.24
Seshiro the Anointed,Matsu-Tribe Decoy,0.24
Seshiro the Anointed,"Saryth, the Viper's Fang",0.11
Seshiro the Anointed,Adaptive Automaton,0.18
Seshiro the Anointed,Bamboo Grove Archer,0.2
Seshiro the Anointed,Vizier of the Menagerie,0.18
Seshiro the Anointed,Masked Vandal,0.16
Seshiro the Anointed,Orochi Leafcaller,0.18
Seshiro the Anointed,Rampaging Aetherhood,0.16
Seshiro the Anointed,Matsu-Tribe Birdstalker,0.17
Seshiro the Anointed,Sabertooth Cobra,0.17
Seshiro the Anointed,Metallic Mimic,0.15
Seshiro the Anointed,Naga Vitalist,0.16
Seshiro the Anointed,Roaming Throne,0.11
Seshiro the Anointed,Nessian Asp,0.14
Seshiro the Anointed,Kashi-Tribe Warriors,0.14
Seshiro the Anointed,Noose Constrictor,0.13
Seshiro the Anointed,Marsh Viper,0.13
Seshiro the Anointed,Anaconda,0.12
"Sidisi, Undead Vizier",Ornithopter,0.17
"Sidisi, Undead Vizier",Gravecrawler,0.12
"Sidisi, Undead Vizier",Blood Pet,0.13
"Sidisi, Undead Vizier",Memnite,0.15
"Sidisi, Undead Vizier",Phyrexian Walker,0.14
"Sidisi, Undead Vizier",Walking Ballista,0.1
"Sidisi, Undead Vizier",Shield Sphere,0.11
Elrond of the White Council,"Arwen, Weaver of Hope",0.79
Elrond of the White Council,Elvish Archdruid,0.76
Elrond of the White Council,Elvish Warmaster,0.74
Elrond of the White Council,"Haldir, Lórien Lieutenant",0.68
Elrond of the White Council,Reclamation Sage,0.66
Elrond of the White Council,Erestor of the Council,0.63
Elrond of the White Council,Elvish Mystic,0.57
Elrond of the White Council,Wood Elves,0.6
Elrond of the White Council,Farhaven Elf,0.61
Elrond of the White Council,Elvish Visionary,0.59
Elrond of the White Council,Paradise Druid,0.57
Elrond of the White Council,Arbor Elf,0.53
Elrond of the White Council,Legolas Greenleaf,0.57
Elrond of the White Council,"Galadriel, Elven-Queen",0.57
Elrond of the White Council,Círdan the Shipwright,0.56
Elrond of the White Council,"Marwyn, the Nurturer",0.53
Elrond of the White Council,"Rishkar, Peema Renegade",0.47
Elrond of the White Council,Elvish Piper,0.49
Elrond of the White Council,Beast Whisperer,0.41
Elrond of the White Council,Mirkwood Trapper,0.45
Elrond of the White Council,Fathom Mage,0.4
Elrond of the White Council,Herald of Secret Streams,0.31
Elrond of the White Council,Realm Seekers,0.43
Elrond of the White Council,Celeborn the Wise,0.39
Elrond of the White Council,Mirkwood Elk,0.41
Elrond of the White Council,Llanowar Elves,0.13
Elrond of the White Council,Imperious Perfect,0.3
Elrond of the White Council,Wose Pathfinder,0.28
Elrond of the White Council,Priest of Titania,0.23
Elrond of the White Council,"Thassa, Deep-Dwelling",0.24
Elrond of the White Council,Master Biomancer,0.2
Elrond of the White Council,"Meneldor, Swift Savior",0.26
Elrond of the White Council,Emissary Green,0.24
Elrond of the White Council,Leaf-Crowned Visionary,0.23
Elrond of the White Council,Gyre Sage,0.18
Elrond of the White Council,Hornet Queen,0.18
Elrond of the White Council,"Elrond, Lord of Rivendell",0.2
Elrond of the White Council,"Elrond, Master of Healing",0.19
Elrond of the White Council,Displacer Kitten,0.17
Elrond of the White Council,Lilysplash Mentor,0.16
Elrond of the White Council,Incubation Druid,0.12
Elrond of the White Council,Galadhrim Brigade,0.19
Elrond of the White Council,Evolution Witness,0.16
Elrond of the White Council,Kami of Whispered Hopes,0.12
Elrond of the White Council,Arwen Undómiel,0.15
Elrond of the White Council,Wolverine Riders,0.16
Elrond of the White Council,Deadeye Navigator,0.14
Elrond of the White Council,"Ezuri, Renegade Leader",0.15
Elrond of the White Council,Galadriel of Lothlórien,0.14
Elrond of the White Council,"Legolas, Counter of Kills",0.14
Elrond of the White Council,Armorcraft Judge,0.15
Elrond of the White Council,"Edric, Spymaster of Trest",0.13
Elrond of the White Council,Colossal Whale,0.13
"Tajic, Blade of the Legion","Odric, Lunarch Marshal",0.42
"Tajic, Blade of the Legion",Frontline Medic,0.4
"Tajic, Blade of the Legion","Odric, Master Tactician",0.39
"Tajic, Blade of the Legion",Captain of the Watch,0.34
"Tajic, Blade of the Legion",Legion Loyalist,0.29
"Tajic, Blade of the Legion","Baird, Argivian Recruiter",0.28
"Tajic, Blade of the Legion","Tajic, Legion's Edge",0.28
"Tajic, Blade of the Legion",Swiftblade Vindicator,0.27
"Tajic, Blade of the Legion",Mentor of the Meek,0.25
"Tajic, Blade of the Legion","Aurelia, the Warleader",0.18
"Tajic, Blade of the Legion",Keeper of the Accord,0.24
"Tajic, Blade of the Legion","Iroas, God of Victory",0.2
"Tajic, Blade of the Legion",Skyknight Vanguard,0.2
"Tajic, Blade of the Legion",Valiant Veteran,0.25
"Tajic, Blade of the Legion",Preeminent Captain,0.25
"Tajic, Blade of the Legion","Aurelia, the Law Above",0.12
"Tajic, Blade of the Legion",Archetype of Courage,0.21
"Tajic, Blade of the Legion","Myrel, Shield of Argive",0.16
"Tajic, Blade of the Legion",Precinct Captain,0.21
"Tajic, Blade of the Legion",Commander Mustard,0.21
"Tajic, Blade of the Legion",Daru Warchief,0.2
"Tajic, Blade of the Legion",Firemane Avenger,0.18
"Tajic, Blade of the Legion",Field Marshal,0.19
"Tajic, Blade of the Legion",Hero of Bladehold,0.16
"Tajic, Blade of the Legion",Firemane Commando,0.13
"Tajic, Blade of the Legion",Rescue Retriever,0.18
"Tajic, Blade of the Legion",Boros Reckoner,0.13
"Tajic, Blade of the Legion",Boros Elite,0.17
"Tajic, Blade of the Legion","Darien, King of Kjeldor",0.14
"Tajic, Blade of the Legion",Paladin Elizabeth Taggerdy,0.14
"Tajic, Blade of the Legion",Ballyrush Banneret,0.15
"Tajic, Blade of the Legion",Akroan Hoplite,0.15
"Tajic, Blade of the Legion",Brash Taunter,0.1
"Tajic, Blade of the Legion","Thalia, Heretic Cathar",0.11
"Tajic, Blade of the Legion",Siege Veteran,0.12
"Tajic, Blade of the Legion",Haazda Marshal,0.13
"Tajic, Blade of the Legion","Agrus Kos, Wojek Veteran",0.11
"Tajic, Blade of the Legion",Wojek Halberdiers,0.11
"Tajic, Blade of the Legion",Intrepid Hero,0.1
"Tajic, Blade of the Legion",Catapult Master,0.1
"G'raha Tia, Scion Reborn",Envoy of the Ancestors,0.41
"G'raha Tia, Scion Reborn","Y'shtola, Night's Blessed",0.41
"G'raha Tia, Scion Reborn",Papalymo Totolymo,0.26
"G'raha Tia, Scion Reborn",Soul Warden,0.28
"G'raha Tia, Scion Reborn",Lyse Hext,0.23
"G'raha Tia, Scion Reborn",Soul's Attendant,0.26
"G'raha Tia, Scion Reborn",Archmage Emeritus,0.25
"G'raha Tia, Scion Reborn","Bennie Bracks, Zoologist",0.25
"G'raha Tia, Scion Reborn",Krile Baldesion,0.2
"G'raha Tia, Scion Reborn",Alisaie Leveilleur,0.17
"G'raha Tia, Scion Reborn",Alphinaud Leveilleur,0.17
"G'raha Tia, Scion Reborn","Hermes, Overseer of Elpis",0.16
"G'raha Tia, Scion Reborn",Abzan Falconer,0.2
"G'raha Tia, Scion Reborn","Mondrak, Glory Dominus",0.11
"G'raha Tia, Scion Reborn",Tataru Taru,0.12
"G'raha Tia, Scion Reborn",Thancred Waters,0.14
"G'raha Tia, Scion Reborn",Abzan Battle Priest,0.17
"G'raha Tia, Scion Reborn","Cid, Timeless Artificer",0.16
"G'raha Tia, Scion Reborn",Urianger Augurelt,0.14
"G'raha Tia, Scion Reborn","Kambal, Profiteering Mayor",0.11
"G'raha Tia, Scion Reborn",Aven Wind Guide,0.13
"G'raha Tia, Scion Reborn","Arna Kennerüd, Skycaptain",0.12
"G'raha Tia, Scion Reborn",Flux Channeler,0.13
"G'raha Tia, Scion Reborn",Estinien Varlineau,0.11
"G'raha Tia, Scion Reborn",Hraesvelgr of the First Brood,0.1
"G'raha Tia, Scion Reborn","Ardbert, Warrior of Darkness",0.1
"G'raha Tia, Scion Reborn",Chocobo Knights,0.1
Haktos the Unscarred,"Raiyuu, Storm's Edge",0.72
Haktos the Unscarred,Bastion Protector,0.65
Haktos the Unscarred,Silverblade Paladin,0.55
Haktos the Unscarred,Bloodsworn Steward,0.54
Haktos the Unscarred,"Kediss, Emberclaw Familiar",0.5
Haktos the Unscarred,Blade Historian,0.43
Haktos the Unscarred,"Keleth, Sunmane Familiar",0.46
Haktos the Unscarred,Sublime Archangel,0.48
Haktos the Unscarred,Selfless Samurai,0.46
Haktos the Unscarred,Archetype of Aggression,0.36
Haktos the Unscarred,"Iroas, God of Victory",0.26
Haktos the Unscarred,Goblin Champion,0.36
Haktos the Unscarred,Balefire Liege,0.27
Haktos the Unscarred,Silent Arbiter,0.32
Haktos the Unscarred,Battlegrace Angel,0.33
Haktos the Unscarred,Sanctum Prelate,0.31
Haktos the Unscarred,Akrasan Squire,0.31
Haktos the Unscarred,Archetype of Courage,0.3
Haktos the Unscarred,Knight of the White Orchid,0.19
Haktos the Unscarred,"Karlach, Fury of Avernus",0.25
Haktos the Unscarred,"Gisela, Blade of Goldnight",0.16
Haktos the Unscarred,Thraben Watcher,0.27
Haktos the Unscarred,"Aurelia, the Warleader",0.1
Haktos the Unscarred,Loyal Unicorn,0.22
Haktos the Unscarred,Akki Ronin,0.22
Haktos the Unscarred,"Norika Yamazaki, the Poet",0.21
Haktos the Unscarred,Knight of Glory,0.21
Haktos the Unscarred,Selfless Spirit,0.11
Haktos the Unscarred,Keeper of the Accord,0.11
Haktos the Unscarred,Aven Squire,0.18
Haktos the Unscarred,Imperial Subduer,0.17
Haktos the Unscarred,"Mangara, the Diplomat",0.12
Haktos the Unscarred,Sigiled Paladin,0.16
Haktos the Unscarred,Eiganjo Exemplar,0.14
Haktos the Unscarred,"Tajic, Legion's Edge",0.1
Haktos the Unscarred,Asari Captain,0.14
Haktos the Unscarred,Vexilus Praetor,0.12
Haktos the Unscarred,Crashing Drawbridge,0.12
Haktos the Unscarred,"Gornog, the Red Reaper",0.12
Haktos the Unscarred,Peerless Samurai,0.11
